SL NO,Hotel_name,Location,Price,Discount,Total Rating,Rating(out of 5),Hotel ID,Booking ID,Booking Status,Payment Mode (online/offline),No of Guest,check in time,check in status,Total Price,Customer ID,Review,URL
702,OYO Premium 386 Rajguru Road Paharganj,CHUNA MANDI,3199,25%,1086,4,44373,XYZ5002,confirmed,online,2,12:30pm,completed,6500,CUST1352,"Poor service, not worth the price.",https://www.oyorooms.com/44373
703,OYO Rooms 492 Ramphal Chowk Dwarka,Sector-7,1999,25%,1158,4,45049,XYZ5003,confirmed,online,1,12:00pm,completed,8500,CUST1056,Excellent location and friendly staff.,https://www.oyorooms.com/45049
704,OYO Rooms 130 Nizamuddin Railway Station 2,Hazrat Nizamuddin West,2599,25%,1013,4,46299,XYZ5004,confirmed,online,2,12:00pm,completed,5200,CUST1032,"Average experience, nothing special.",https://www.oyorooms.com/46299
705,OYO Rooms 641 Sector 7 Palam Extension,"Sector 7, Near Shree Makhan Sweet, Ramphal Chowk",1999,25%,771,4,48178,XYZ5005,confirmed,online,3,4:00pm,completed,5200,CUST1208,Very affordable with good facilities.,https://www.oyorooms.com/48178
706,OYO Rooms 298 38 Arakashan Road Pahar Ganj,Arakshan Road,2799,25%,769,4,48627,XYZ5006,confirmed,online,1,12:00pm,completed,4500,CUST1342,Very affordable with good facilities.,https://www.oyorooms.com/48627
707,OYO Rooms 604 DB Gupta Main Road 1,"DB Gupta Road, Pahar Ganj Bridge",3299,25%,93,4,48628,XYZ5007,confirmed,online,2,12:00pm,completed,6500,CUST1440,"Average experience, nothing special.",https://www.oyorooms.com/48628
708,OYO Rooms 176 Defence Colony A Block,Defence colony,1549,25%,223,4,4948,XYZ5008,confirmed,online,2,12:00pm,completed,6300,CUST1294,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/4948
709,OYO Rooms 502 Ramphal Chowk Sector 7,"Ramphal Chowk, Sector 7 Dwarka",2399,25%,20,4,49718,XYZ5009,confirmed,online,1,2:22pm,completed,2520,CUST1311,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/49718
710,OYO Rooms 663 Elahi Bux Road Karol Bagh,Karol Bagh,1699,25%,278,5,50759,XYZ5010,confirmed,online,4,12:22pm,completed,2520,CUST1408,"Average experience, nothing special.",https://www.oyorooms.com/50759
711,OYO Rooms 444 Near Karol Bagh Metro Station 5,Karol Bagh,2099,25%,75,5,51583,XYZ5011,confirmed,online,2,5:30pm,completed,3520,CUST1009,Room was not clean upon arrival.,https://www.oyorooms.com/51583
712,OYO Rooms 605 Near Shiela Cinema Paharganj,"1B, Arakashan Road",2049,25%,14,5,53169,XYZ5012,confirmed,online,3,12:22pm,completed,1520,CUST1167,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/53169
713,OYO Rooms 379 New Delhi Station Gate 1,"Opposite New Delhi Railway Station, Paharganj",1399,25%,27,5,59554,XYZ5013,confirmed,online,2,12:30pm,completed,3502,CUST1054,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/59554
714,OYO Rooms 217 Lajpat Nagar Market,Lajpat Nagar,2449,25%,132,5,6076,XYZ5014,confirmed,online,2,12:00pm,completed,6300,CUST1202,Excellent location and friendly staff.,https://www.oyorooms.com/6076
715,OYO Rooms 323 Mahipalpur,"Road No.-6, Mahipalpur, Road No 6",1349,25%,191,5,61317,XYZ5015,confirmed,online,2,12:00pm,completed,4500,CUST1470,"Average experience, nothing special.",https://www.oyorooms.com/61317
716,OYO Homes 291 Dwarka Sector 19,Dwarka,2049,25%,263,5,7125,XYZ5016,confirmed,online,2,6:30pm,completed,4500,CUST1343,Check-in process was slow and frustrating.,https://www.oyorooms.com/7125
717,OYO Premium 531 Green Park 2,Green Park,1299,25%,262,5,7353,XYZ5017,confirmed,online,2,12:00pm,completed,6500,CUST1045,Would definitely recommend to others.,https://www.oyorooms.com/7353
718,OYO Rooms 461 Kalkaji F Block,Kalkji Main Road,1999,25%,6,5,74793,XYZ5018,confirmed,online,1,12:00pm,completed,3500,CUST1415,"Poor service, not worth the price.",https://www.oyorooms.com/74793
719,OYO Rooms 163 Rohini Near M2K,Main Road Naharpur Village,2549,25%,9,5,76476,XYZ5019,confirmed,online,3,12:22pm,completed,4520,CUST1139,Very affordable with good facilities.,https://www.oyorooms.com/76476
720,OYO Homes 558 Chattarpur Near Tivoli,"Next To Primary School, Satbari Chattarpur",2799,25%,62,5,81043,XYZ5020,confirmed,online,3,12:00pm,completed,4500,CUST1326,Would definitely recommend to others.,https://www.oyorooms.com/81043
721,OYO Premium 261 Karol Bagh Metro Station 3,Karol Bagh,3599,25%,123,5,87858,XYZ5021,confirmed,online,3,12:30pm,completed,6530,CUST1248,"Great stay, very clean and comfortable.",https://www.oyorooms.com/87858
722,OYO Homes 367 Greater Kailash M Block Market 2,New Delhi,1199,25%,1,5,90886,XYZ5022,confirmed,online,3,3:00pm,completed,4500,CUST1240,"Great stay, very clean and comfortable.",https://www.oyorooms.com/90886
723,OYO Premium 029 Siri Fort Road,Sadiq Nagar,1799,25%,3577,5,91309,XYZ5023,confirmed,online,3,12:00pm,completed,3600,CUST1335,"Average experience, nothing special.",https://www.oyorooms.com/91309
724,OYO Rooms 152 Karol Bagh Bikanerwala,"Gurudwara Road, Karol Bagh",2299,25%,138,5,95683,XYZ5024,confirmed,online,2,12:00pm,completed,2500,CUST1006,Excellent location and friendly staff.,https://www.oyorooms.com/95683
725,OYO Rooms 312 Near New Delhi Railway Station,Opp. Shiela Cinema,4149,25%,115,3,105424,XYZ5025,confirmed,online,2,12:00pm,completed,4500,CUST1283,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/105424
726,OYO Homes 460 GK 2 Main Road,Greater Kailash II,1599,25%,270,3,105470,XYZ5026,confirmed,online,1,12:22pm,completed,6520,CUST1368,Excellent location and friendly staff.,https://www.oyorooms.com/105470
727,OYO Rooms 138 Vasant Kunj 1,Masoodpur Vasant Kunj,2349,25%,2846,3,106084,XYZ5027,confirmed,online,2,12:00pm,completed,3000,CUST1100,"Poor service, not worth the price.",https://www.oyorooms.com/106084
728,OYO Rooms 433 Jangpura,"Masjid Road, Jangpura Bhogal",3699,25%,72,3,107513,XYZ5028,confirmed,online,2,12:00pm,completed,4500,CUST1297,"Average experience, nothing special.",https://www.oyorooms.com/107513
729,OYO Premium 086 Karol Bagh Metro,Karol Bagh,1399,25%,22,3,108752,XYZ5029,confirmed,online,3,0:50pB,completed,4500,CUST1294,"Great stay, very clean and comfortable.",https://www.oyorooms.com/108752
730,OYO Rooms 674 Karol Bagh Saraswati Marg 2,"Karol Bagh, New Delhi",2499,25%,352,3,110628,XYZ5030,confirmed,online,1,3:00pm,completed,4500,CUST1177,"Poor service, not worth the price.",https://www.oyorooms.com/110628
731,OYO Rooms 348 Near Mahipalpur Bypass,"Road No 6, Mahipalpur, Mahipalpur, International Airport Zone",1399,25%,1215,3,113590,XYZ5031,confirmed,online,3,12:00pm,completed,3600,CUST1008,"Poor service, not worth the price.",https://www.oyorooms.com/113590
732,OYO Rooms 358 Near Jasola Sports Complex,Jasola,3199,25%,3,3,18307,XYZ5032,confirmed,online,2,12:00pm,completed,3600,CUST1495,Excellent location and friendly staff.,https://www.oyorooms.com/18307
733,OYO Rooms 611 Main Bazaar 1575 Paharganj,"Main Bazar, Paharganj",3549,25%,2,1,183386,XYZ5033,confirmed,online,2,12:00pm,completed,2500,CUST1016,Room was not clean upon arrival.,https://www.oyorooms.com/183386
734,OYO Rooms 337 Arya Nagar Paharganj,D.B. Gupta Road,1949,25%,2,1,198640,XYZ5034,confirmed,online,2,12:00pm,completed,1500,CUST1030,"Average experience, nothing special.",https://www.oyorooms.com/198640
735,OYO Rooms 075 Fortis Vasant Kunj,Vasant Kunj,2549,25%,1,1,212500,XYZ5035,confirmed,online,1,12:22pm,completed,1326,CUST1198,Would definitely recommend to others.,https://www.oyorooms.com/212500
736,OYO Premium 240 Paharganj Near NDLS,Pahar Ganj,1049,25%,34,1,36830,XYZ5036,confirmed,online,4,12:55pm,completed,1450,CUST1001,Excellent location and friendly staff.,https://www.oyorooms.com/36830
737,OYO Rooms 045 Connaught Place G Block,Connaught Place,1499,25%,7286,2,36850,XYZ5037,confirmed,online,3,12:00pm,completed,3000,CUST1499,"Average experience, nothing special.",https://www.oyorooms.com/36850
738,OYO Rooms 090 CR Park Outer Ring Road,CR Park,3549,25%,324,2,39161,XYZ5038,confirmed,online,2,12:00pm,completed,3000,CUST1214,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/39161
739,OYO Homes 310 Shivalik Road Malviya Nagar,Near Aurobindo College,2099,25%,61,2,40598,XYZ5039,confirmed,online,3,12:00pm,completed,5205,CUST1431,Would definitely recommend to others.,https://www.oyorooms.com/40598
740,OYO Rooms 104 Paharganj Railway Station,Pahar Ganj,2299,25%,864,2,47726,XYZ5040,confirmed,online,2,12:55pm,completed,3652,CUST1143,Very affordable with good facilities.,https://www.oyorooms.com/47726
741,OYO Rooms 677 Kamla Nagar,Kamla Nagar,1999,30%,848,4,57905,XYZ5041,confirmed,online,3,12:66pm,completed,4560,CUST1250,"Average experience, nothing special.",https://www.oyorooms.com/57905
742,OYO Rooms 306 Karol Bagh 7A/39,Channa Market,2999,25%,4273,4,61490,XYZ5042,confirmed,online,2,12:33pm,completed,1230,CUST1395,Excellent location and friendly staff.,https://www.oyorooms.com/61490
743,OYO Rooms 493 Krishna Gali Near NDLS,"Krishna Gali, Ghee Mandi, Near New Delhi Railway Station Paharganj",3649,25%,170,4,79184,XYZ5043,confirmed,online,1,3:56pm,completed,4563,CUST1061,"Poor service, not worth the price.",https://www.oyorooms.com/79184
744,OYO Rooms 125 Pitampura I,Pitampura,2599,25%,249,4,203944,XYZ5044,confirmed,online,3,5:30pm,completed,4500,CUST1194,"Great stay, very clean and comfortable.",https://www.oyorooms.com/203944
745,OYO Premium 083 Karol Bagh Metro Station,Karol Bagh,1599,25%,735,4,209639,XYZ5045,confirmed,online,3,12:22pm,completed,7520,CUST1279,Excellent location and friendly staff.,https://www.oyorooms.com/209639
746,OYO Rooms 316 Kalkaji M Block,"M Block, Kalkaji",1949,25%,427,4,174281,XYZ5046,confirmed,online,2,7:00pm,completed,7500,CUST1283,"Great stay, very clean and comfortable.",https://www.oyorooms.com/174281
747,OYO Homes 325 AIIMS,Arjun Nagar,2299,25%,180,4,177414,XYZ5047,confirmed,online,1,12:00pm,completed,8500,CUST1275,Very affordable with good facilities.,https://www.oyorooms.com/177414
748,OYO Rooms 040 AIIMS,Opposite AIIMS Trauma Centre,2249,25%,75,3,201226,XYZ5048,confirmed,online,3,12:00pm,completed,6500,CUST1038,Check-in process was slow and frustrating.,https://www.oyorooms.com/201226
749,OYO Premium 473 International Airport Main Road,"NH8, Mahipalpur",3549,77%,23,3,209532,XYZ5049,confirmed,online,2,3:00pm,completed,3500,CUST1311,"Poor service, not worth the price.",https://www.oyorooms.com/209532
750,OYO Rooms 368 Block 11A Channa Market Karol Bagh,"W.E.A, Channa Market, Karol Bagh",2099,67%,49,3,94749,XYZ5050,confirmed,online,2,2:50pm,completed,4500,CUST1257,"Poor service, not worth the price.",https://www.oyorooms.com/94749
751,OYO Premium 603 Red Fort,"Opposite Happy School, Daryaganj",2299,67%,342,3,111259,XYZ5051,confirmed,online,3,3:00pm,completed,3200,CUST1061,Room was not clean upon arrival.,https://www.oyorooms.com/111259
752,OYO Rooms 340 Hazrat Nizamuddin Railway Station,Jangpura B,1999,73%,168,5,161642,XYZ5052,confirmed,online,2,12:00pm,completed,4500,CUST1122,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/161642
753,OYO Homes 441 Janakpuri West Metro Station,Opposite Savitri Market,2999,67%,2171,5,163100,XYZ5053,confirmed,online,3,12:00pm,completed,6500,CUST1046,Room was not clean upon arrival.,https://www.oyorooms.com/163100
754,OYO Premium 068 Karol Bagh,Near By Karol Bagh Police Station / HDFC bank,3649,67%,1289,5,199048,XYZ5054,confirmed,online,2,7:00pb,completed,3500,CUST1227,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/199048
755,OYO Rooms 406 Railway Station Paharganj 4,Arakashan Road,2599,67%,769,5,205049,XYZ5055,confirmed,online,1,12:00pm,completed,3500,CUST1220,Excellent location and friendly staff.,https://www.oyorooms.com/205049
756,OYO Homes 101 GK N Block Market,"Greater Kailash-1, New Delhi",1599,70%,610,5,207191,XYZ5056,confirmed,online,3,6:00pm,completed,3500,CUST1450,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/207191
757,OYO Rooms 293 Jhandewalan Metro Station 3,Karol Bagh,1949,73%,545,5,209628,XYZ5057,confirmed,online,2,12:00pm,completed,4500,CUST1061,"Average experience, nothing special.",https://www.oyorooms.com/209628
758,OYO Premium 019 Dwarka Near Airport,"Aditya Enclave, Dwarka",2299,67%,1807,4,55697,XYZ5058,confirmed,online,3,12:00pm,completed,3500,CUST1112,Excellent location and friendly staff.,https://www.oyorooms.com/55697
759,OYO Rooms 542 Bhogal Jangpura,"Church Road, Jungpura, Bhogal",2249,66%,103,4,73695,XYZ5059,confirmed,online,1,12:00pm,completed,4500,CUST1156,"Average experience, nothing special.",https://www.oyorooms.com/73695
760,OYO Rooms 552 GK2 M Block Market Extension,Greater Kailash-2,1799,67%,15,4,78723,XYZ5060,confirmed,online,3,12:00pm,completed,3600,CUST1060,"Great stay, very clean and comfortable.",https://www.oyorooms.com/78723
761,OYO Rooms 381 Kailash Colony Metro 2,East of Kailash,2299,72%,118,4,82138,XYZ5061,confirmed,online,2,12:00pm,completed,2500,CUST1009,Very affordable with good facilities.,https://www.oyorooms.com/82138
762,OYO Rooms 264 Rajouri Garden Metro Station 2,Rajouri Garden,4149,65%,17,4,106655,XYZ5062,confirmed,online,2,12:00pm,completed,2500,CUST1485,Very affordable with good facilities.,https://www.oyorooms.com/106655
763,OYO Premium 458 GT Karnal Road,Alipur,1599,67%,11,4,110306,XYZ5063,confirmed,online,2,3:00pm,completed,1250,CUST1149,Room was not clean upon arrival.,https://www.oyorooms.com/110306
764,OYO Rooms 597 Hari Mandir Gali Paharganj,Gali Hari Mandir,2349,65%,148,4,12040,XYZ5064,confirmed,online,2,12:00pm,completed,5000,CUST1201,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/12040
765,OYO Rooms 385 Karol Bagh 12A/24,"Saraswati Marg, West Extension Area, Karol Bagh",3699,67%,43,4,207183,XYZ5065,confirmed,online,2,3:00pm,completed,5000,CUST1216,"Poor service, not worth the price.",https://www.oyorooms.com/207183
766,OYO Homes 369 South Extension 1,South Extension 1,1399,67%,7,4,210368,XYZ5066,confirmed,online,2,5:00pm,completed,3500,CUST1331,Check-in process was slow and frustrating.,https://www.oyorooms.com/210368
767,OYO Premium 581 Karol Bag Pusa Road,"Gurudwara Road, Opposite Jessa Ram Hospital",2499,67%,62,4,212221,XYZ5067,confirmed,online,2,4:00pm,completed,6000,CUST1261,"Poor service, not worth the price.",https://www.oyorooms.com/212221
768,OYO Rooms 548 New Delhi Junction,"Arakashan Road, Paharganj",1399,67%,4,4,39215,XYZ5068,confirmed,online,2,12:00pm,completed,3500,CUST1056,"Great stay, very clean and comfortable.",https://www.oyorooms.com/39215
769,OYO Rooms 288 Dwarka Sector 12 City Centre,Dwarka,3199,67%,36,4,41377,XYZ5069,confirmed,online,2,12:00pm,completed,5500,CUST1128,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/41377
770,OYO Premium 155 Safdarjung,Green Park Main,3549,67%,65,4,81652,XYZ5070,confirmed,online,3,12:00pm,completed,4500,CUST1111,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/81652
771,OYO Rooms 572 DB Gupta Road Karol Bagh 2,"D.B. Gupta Road, Karol Bagh",1949,67%,17,4,189121,XYZ5071,confirmed,online,3,4:00pm,completed,4500,CUST1080,Excellent location and friendly staff.,https://www.oyorooms.com/189121
772,OYO Rooms 562 Pitampura Madhuban Chowk,Pitampura,2549,67%,28,4,202543,XYZ5072,confirmed,online,3,12:00pm,completed,4500,CUST1054,Check-in process was slow and frustrating.,https://www.oyorooms.com/202543
773,OYO Rooms 258 Karol Bagh Metro Station 4,Karol Bagh,1049,67%,2,4,83276,XYZ5073,confirmed,online,3,12:00pm,completed,6500,CUST1293,Excellent location and friendly staff.,https://www.oyorooms.com/83276
774,OYO Premium 687 Naraina Industrial Area,Naraina Vihar,1499,67%,913,4,197605,XYZ5074,confirmed,online,3,12:00pm,completed,4500,CUST1460,"Average experience, nothing special.",https://www.oyorooms.com/197605
775,OYO Rooms 168 Green Park,Hauz Khas,1849,70%,325,4,197630,XYZ5075,confirmed,online,2,6:30pm,completed,3500,CUST1125,"Poor service, not worth the price.",https://www.oyorooms.com/197630
776,OYO Rooms 179 Kashmere Gate,Kashmere Gate,1099,67%,310,4,197638,XYZ5076,confirmed,online,3,5:30pm,completed,4500,CUST1343,"Great stay, very clean and comfortable.",https://www.oyorooms.com/197638
777,OYO Premium 172 Laxmi Nagar,Laxmi Nagar,2999,64%,28,4,162999,XYZ5077,confirmed,online,2,5:30pm,completed,6500,CUST1123,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/162999
780,OYO Rooms 523 Karol Bagh WEA Saraswati Marg 4/39,"Saraswati Marg, Karol Bagh",2399,65%,197,3,184998,XYZ5078,confirmed,online,2,2:50pm,completed,3500,CUST1117,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/184998
781,OYO Rooms 259 Rajguru Road Paharganj,Paharganj,1749,69%,102,5,189732,XYZ5079,confirmed,online,3,12:00pm,completed,4200,CUST1169,"Average experience, nothing special.",https://www.oyorooms.com/189732
782,OYO Premium 594 Malviya Nagar A Block,Shivalik Road,1849,66%,1036,5,189973,XYZ5080,confirmed,online,1,12:00pm,completed,4500,CUST1356,Would definitely recommend to others.,https://www.oyorooms.com/189973
783,OYO Homes 446 Kailash Colony Main Market,Kailash Colony,1499,25%,992,5,190861,XYZ5081,confirmed,online,1,12:00pm,completed,6500,CUST1149,"Average experience, nothing special.",https://www.oyorooms.com/190861
784,OYO Rooms 096 Vasant Kunj 2,New Delhi,1949,25%,3198,5,191379,XYZ5082,confirmed,online,1,12:00pm,completed,3500,CUST1267,Very affordable with good facilities.,https://www.oyorooms.com/191379
785,OYO Premium 335 Model Town Delhi,Bhama Shah Marg,1649,25%,62,5,193117,XYZ5083,confirmed,online,1,12:00pm,completed,4200,CUST1136,Check-in process was slow and frustrating.,https://www.oyorooms.com/193117
786,OYO Rooms 490 Jantar Mantar Delhi,Jai Singh Road,1399,25%,4,3,194146,XYZ5084,confirmed,online,1,12:00pm,completed,3500,CUST1405,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/194146
787,OYO Rooms 188 Safdarjung Enclave,Safdarjung Enclave,1549,77%,36,3,194511,XYZ5085,confirmed,online,1,4:30pm,completed,6500,CUST1289,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/194511
788,OYO Premium 346 Connaught Place 2,Connaught Place,2049,67%,65,3,196150,XYZ5086,confirmed,online,1,4:30pm,completed,5000,CUST1263,"Poor service, not worth the price.",https://www.oyorooms.com/196150
789,OYO Rooms 167 Safdarjung Extension,Safdarjung,2449,67%,17,3,196753,XYZ5087,confirmed,online,1,3:00pm,completed,3500,CUST1200,Check-in process was slow and frustrating.,https://www.oyorooms.com/196753
790,OYO Rooms 222 Karol Bagh Metro Station 3,Karol Bagh,4449,73%,28,3,196772,XYZ5088,confirmed,online,1,03:00pm,completed,4500,CUST1391,"Poor service, not worth the price.",https://www.oyorooms.com/196772
791,OYO Rooms 398 South Extension 2,South Extension-ll,1899,67%,2,2,198805,XYZ5089,confirmed,offline,1,12:00pm,completed,6500,CUST1464,"Average experience, nothing special.",https://www.oyorooms.com/198805
792,OYO Rooms 516 Shakti Vihar Pitampura,Pitampura,2349,67%,913,2,201207,XYZ5090,confirmed,offline,1,12:00pm,completed,4500,CUST1143,"Average experience, nothing special.",https://www.oyorooms.com/201207
